value,count
"painting, oil on paper; 330x254mm",1
"painting, oil on prepared board; 230x305mm",1
"painting, oil on prepared board; 260x300mm",1
"painting, oil on prepared board; 280x345mm",1
"painting, oil on prepared board; 340x260mm",1
"painting, oil on prepared board; 500x400mm",1
"painting, oil on unstretched prepared canvas; 270x340mm",1
"painting, oil on unstretched prepared canvas; image:268x359mmcanvas:316x400mm",1
panel 1 - 1500 x 1205 mm; panel 2 - 1500 x 1205 mm,1
panel 1 - 2480 x 1260 mm; panel 2 - 2480 x 1260 mm,1
paper and colour photographs,1
paper and coloured ink,1
paper and pencil,1
paper and photographic print,1
paper and photographs,1
"paper and printer's ink, photographic ink",1
paper behind mounting in frame,1
"paper book comprising stories, poems and drawings",1
paper collage,1
paper cut out on perspex,1
paper notebook,1
paper pages held together at the top by a bulldog clip,1
paper pages shrink-wrapped in cellophane,1
paper pages with a card backing - glued at top to hold pages together,1
paper pencil,1
paper poster mounted on plywood board,1
paper scrapbook with covers of cloth-covered board,1
"paper size, oval",1
paper sketchbook with laminated board covers,1
"paper, 248 leaves, bound; 170 x 120mm.",1
"paper, 354 leaves, bound; page size 160 x 110 mm.",1
"paper, 410 leaves (includes front flyleaf), bound; 190 x 130 mm.",1
"paper, 59 leaves, bound; 280 x 185 mm. Bound in contemporary Persian red goatskin with inlaid floral decoration; red goatskin doublures. enclosed in later buckram-covered 4-flap folder.",1
"paper, acrylic on canvas, epoxy, steel, wood",1
"paper, card",1
"paper, card, string",1
"paper, cardboard, leatherette",1
"paper, cardboard; H 108mm x L 164mm",1
"paper, cloth, cardboard",1
"paper, colour correction filters on matt board",1
"paper, film emulsion.",1
"paper, glue, metal spiral",1
"paper, ink, metal",1
"paper, ink, pencil, textile",1
"paper, ink, photographic print",1
"paper, ink, wash, black chalk",1
"paper, leather, cardboard",1
"paper, leather, cloth, cardboard",1
"paper, light card, staples",1
"paper, metal",1
"paper, mixed media",1
"paper, oak veneer frame; 395mm x 286mm",1
"paper, photographic print. ink",1
"paper, seeds",1
paper/card; H 304mm x L 250mm,1
paper; 755mm x500mm,1
paper; 88mm x 134mm,1
"paperback, 230 x 150 mm",1
participatory art project,1
particle board and rubber,1
pastel and acrylic on paper,1
"pastel and black conte (check, chalk?)",1
pastel and charcoal,1
pastel and conte,1
pastel and conte crayon,1
pastel and gouache on paper,1
pastel and ink,1
pastel and wash,1
pastel and watercolour on paper,1
pastel drawing,1
pastel on canvas,1
pastel on folded paper,1
"pastel, acrylic",1
"pastel, brush drawing and charcoal",1
"pastel, charcoal",1
"pastel, charcoal and black conte",1
paua and wood,1
"paua, capiz, lacquer and wood on a concert grand piano",1
pdf document,1
"pebbles, brick, tile",1
pen and  watercolour; H 504mm x W 346mm,1
pen and Indian ink on paper,1
pen and Pencil; H 345mm x W 512mm,1
pen and bistre and grey wash,1
"pen and black ink, squared off in red ink",1
"pen and black ink, with grey, pink and green wash",1
pen and brown ink [etching (verso)],1
pen and brown ink and grey wash,1
"pen and brown ink with brown, yellow and pink wash on oiled paper",1
pen and brown ink with watercolour,1
"pen and brown ink, with grey, blue and pink wash",1
pen and brushed red and black ink on paper,1
pen and dark brown ink,1
pen and e/c; H 344mm x W 505mm,1
pen and grey wash,1
pen and ink and brown wash on paper,1
pen and ink and gouache,1
pen and ink and gouache on paper,1
pen and ink and grey wash,1
pen and ink wash,1
pen and ink with brown wash,1
pen and ink with grey and blue wash,1
pen and ink with wash,1
"pen and ink, with traces of graphite, on paper",1
"pen and ink, with wash",1
pen and oil crayon,1
pen and pen wash on paper,1
pen and pencil; H 258mm x W 223mm,1
pen and pencil; H 513mm x W 340mm,1
pen and pencil; H 513mm x W 342mm,1
pen and pencil; H 734mm x W 425mm,1
pen and sepia and wash,1
pen and violet wash,1
pen and wash and collage,1
pen and wash on artist's board,1
pen and wash on paper,1
"pen and wash on paper, two sheets joined",1
pen and wash; H 330mm x W 495mm,1
pen and wash; H 343mm x W 509mm,1
pen and wash; H 344mm x W 509mm,1
pen and wash; H 504mm x W 339mm,1
pen and water colour; H 510mm x W 340mm,1
pen and watercolour on paper,1
pen and watercolour; H 318mm x W 473mm,1
pen and watercolour; H 332mm x W 504mm,1
pen and watercolour; H 333mm x W 432mm,1
pen and watercolour; H 335mm x W 479mm,1
pen and watercolour; H 340mm x W 512mm,1
pen and watercolour; H 341mm x W 502mm,1
pen and watercolour; H 341mm x W 511mm,1
pen and watercolour; H 341mm x W 512mm,1
pen and watercolour; H 341mm x W 514mm,1
pen and watercolour; H 342mm x W 507mm,1
pen and watercolour; H 342mm x W 508mm,1
pen and watercolour; H 342mm x W 509mm,1
pen and watercolour; H 342mm x W 511mm,1
pen and watercolour; H 342mm x W 520mm,1
pen and watercolour; H 343mm x W 398mm,1
pen and watercolour; H 343mm x W 444mm,1
pen and watercolour; H 344mm x W 512mm,1
pen and watercolour; H 345mm x W 509mm,1
pen and watercolour; H 345mm x W 510mm,1
pen and watercolour; H 346mm x W 381mm,1
pen and watercolour; H 360mm x W 517mm,1
pen and watercolour; H 494mm x W 745mm,1
pen and watercolour; H 501mm x W 341mm,1
pen and watercolour; H 506mm x W 339mm,1
pen and watercolour; H 50mm x W 507mm,1
pen and watercolour; H 511mm x W 343mm,1
pen and watercolour; H 640mm x W 426mm,1
pen and watercolour; H 646mm x W 481mm,1
pen and watercolour; H 650mm x W 380mm,1
pen and watermark,1
pen drawing,1
pen ink wash on paper,1
"pen with black and blue wash, heightened with white (brush and wash worked up with gouache)",1
"pen with black, blue, pink and yellow wash",1
"pen with brown, pink and grey wash",1
pen with grey and pink wash,1
"pen with grey, blue and pink wash",1
"pen with grey, brown and pink wash",1
"pen, acrylic, pencil, oil and wax crayon on paper",1
"pen, brown ink and brown wash",1
"pen, brush and Indian ink on paper",1
"pen, crayon, watercolour",1
"pen, felt pen and pastel on paper",1
"pen, fibre tipped markers, acrylic paint, and gouache on paper",1
"pen, ink and chalk on paper",1
"pen, ink and gouache",1
"pen, ink and watercolour on paper",1
"pen, ink, pencil",1
"pen, ink, watercolour",1
"pen, pencil",1
"pen, pencil and grey wash",1
"pen, pencil and watercolour; H 309mm x W 481mm",1
"pen, pencil and watercolour; H 347mm x W 507mm",1
"pen, pencil, watercolour, felt pen, coloured pencil and oil on paper",1
"pen, pencil, watercolour; H 299mm x W 509mm",1
"pen, wash and watercolour",1
"pen, watercolour and pencil",1
"pen, watercolour; H 342mm x W 504mm",1
"pen, watercolour; H 344mm x W 505mm",1
"pen, wax, watercolour",1
"pen,pencil and watercolour; H 570mm x W 420mm",1
"pen,pencil,watercolour; H 340mm x W 495mm",1
pen/pencil; H 430mm x W 564mm,1
pen; H 197mm x W 278mm,1
pen; H 237mm x W 281mm,1
pen; H 239mm x W 235mm,1
pen; H 263mm x W 383mm,1
pen; H 264mm x W 449mm,1
pen; H 267mm x W 369mm,1
pen; H 280mm x W 430mm,1
pen; H 292mm x W 522mm,1
pen; H 298mm x W 371mm,1
pen; H 301mm x W 284mm,1
pen; H 301mm x W 500mm,1
pen; H 308mm x W 406mm,1
pen; H 310mm x W 511mm,1
pen; H 311mm x W 522mm,1
pen; H 312mm x W 423mm,1
pen; H 313mm x W 425mm,1
pen; H 314mm x W 475mm,1
pen; H 315mm x W 474mm,1
pen; H 318mm x W 478mm,1
pen; H 324mm x W 541mm,1
pen; H 325mm x W 375mm,1
pen; H 326mm x W 369mm,1
pen; H 326mm x W 370mm,1
pen; H 329mm x W 399mm,1
pen; H 330mm x W 394mm,1
pen; H 331mm x W 397mm,1
pen; H 331mm x W 474mm,1
pen; H 333mm x W 384mm,1
pen; H 333mm x W 521mm,1
pen; H 335mm x W 388mm,1
pen; H 335mm x W 457mm,1
pen; H 335mm x W 514mm,1
pen; H 337mm x W 585mm,1
pen; H 338mm x W 594mm,1
pen; H 342mm x W 509mm,1
pen; H 344mm x W 510mm,1
pen; H 344mm x W 515mm,1
pen; H 344mm x W 524mm,1
pen; H 344mm x W 570mm,1
pen; H 345mm x W 487mm,1
pen; H 345mm x W 507mm,1
pen; H 346mm x W 510mm,1
pen; H 347mm x W 516mm,1
pen; H 355mm x W 370mm,1
pen; H 360mm x W 517mm,1
pen; H 364mm x W 309mm,1
pen; H 368mm x W 393mm,1
pen; H 380mm x W 720mm,1
pen; H 393mm x W 585mm,1
pen; H 400mm x W 394mm,1
pen; H 430mm x W 415mm,1
pen; H 511mm x W 341mm,1
pen; H 517mm x W 345mm,1
"pencil (2B) on paper (600gsm, hot press Fabriano), guillotined to A2 size, mounted on acrylic polycarbonate backing",1
"pencil (foreground, pen and watercolour)",1
pencil (recto and verso),1
pencil (recto); pencil and watercolour (verso),1
pencil 136 x 103 mm,1
pencil 150 x 100 mm,1
pencil [on folded paper],1
pencil [on lined writing paper],1
pencil [on paper folded in four],1
pencil [paper folded top edge],1
"pencil and black crayon on brown, wax impregnated paper",1
pencil and brown crayons,1
pencil and brown wash,1
pencil and china white on paper,1
pencil and crayon,1
pencil and crayon on paper,1
pencil and crayon on tissue paper,1
pencil and gold on paper,1
pencil and gouache,1
pencil and gouache/tempera [?],1
pencil and grey wash,1
pencil and ink,1
pencil and ink on paper,1
pencil and opaque white,1
pencil and paint,1
pencil and pen and ink,1
pencil and polymer on paper,1
pencil and red crayon,1
pencil and red ink,1
pencil and red on paper,1
pencil and scorch marks on plywood,1
pencil and sepia,1
pencil and wash 120 x 95 mm,1
pencil and wash on paper,1
pencil and watercolour 122 x 102 mm,1
pencil and watercolour on card,1
pencil and watercolour/gouache [?],1
pencil and watercolour; H 344mm x W 175mm,1
pencil and watercolour; H 345mm x W 507mm,1
pencil and watercolour; H 508mm x W 342mm,1
pencil and white chalk,1
pencil and white chalk on blue-grey paper,1
pencil and white on brown paper,1
pencil and white on tracing paper,1
"pencil drawing, 7.5 x 5 ins",1
pencil heightened with chinese white,1
pencil ink and wash touched with white,1
pencil on blue paper,1
pencil on blue-grey paper,1
pencil on brown wax - impregnated paper,1
pencil on cardboard,1
pencil on found paper,1
pencil on graph paper,1
pencil on screenprint on paper,1
pencil on tracing paper,1
pencil on vellum,1
pencil on white cartridge paper,1
pencil pen with grey wash,1
pencil with black and white chalk,1
pencil with blue and grey wash,1
"pencil with blue, brown, black and pink wash",1
pencil with brown and grey wash,1
"pencil with brown, grey and pink wash",1
"pencil with grey wash, brown wash and yellow wash",1
pencil with mauve and grey wash,1
"pencil, acrylic and collage on aluminium",1
"pencil, acrylic, and collage on aluminium",1
"pencil, and chalk pastel on paper",1
"pencil, black conte and brown crayon [?]",1
"pencil, black conte and pastel",1
"pencil, black conte and watercolour",1
"pencil, black ink and watercolour",1
"pencil, blue ink and watercolour",1
"pencil, bone, paper, metal spoon and fabric on paper",1
"pencil, brown ink, gum arabic [?], tempera [?]",1
"pencil, chalk and wash on paper",1
"pencil, charcoal and black conte [?]",1
"pencil, charcoal and brown pencil",1
"pencil, charcoal and watercolour",1
"pencil, charcoal, ink, crayon (61 sheets)",1
"pencil, coloured pencil and crayon on paper",1
"pencil, coloured pencil and watercolour",1
"pencil, coloured pencil, crayon and ebony pencil on paper",1
"pencil, conte and pastel",1
"pencil, conte, watercolour and gouache",1
"pencil, copper and resistors on paper",1
"pencil, copper on paper",1
"pencil, crayon, black and white photograph",1
"pencil, fibre, glass, plastic, wood and fabric on paper",1
"pencil, fibre, paper, glass and fabric on paper",1
"pencil, fibre, paper, painted plaster and fabric on paper",1
"pencil, fibre, paper, plastic, glass and fabric on paper",1
"pencil, fibre, paper, plastic, glass, feather and wood on paper",1
"pencil, gouache [?] and tempera {?] and acrylic [?]",1
"pencil, gouache, photocopy",1
"pencil, grey wash and blue wash",1
"pencil, grey wash, blue wash and brown wash",1
"pencil, ink and wash on paper",1
"pencil, ink and wash on sketchbook page, 138 x 460 mm (double spread)",1
"pencil, ink and watercolour",1
"pencil, ink and watercolour on paper",1
"pencil, ink or watercolour on paper",1
"pencil, ink, acrylic on paper",1
"pencil, ink, acrylic polymer, copper leaf, palladium leaf on Arches Aquarelle French 300lb Rough mould made paper",1
"pencil, ink, brown crayon",1
"pencil, ink, mica, silver leaf, shellac on Lana Aquarelle French Hot Press mould made paper",1
"pencil, ink, palladium leaf, silver leaf, lacquer on Lana Aquarelle French Hot Press mould made paper",1
"pencil, ink, various leafs on Arches Aquarelle French 300lb Rough mould made paper",1
"pencil, ink, watercolour",1
"pencil, ink, watercolour and gouache",1
"pencil, oil stick, pastel, collage and acrylic on aluminium",1
"pencil, pastel",1
"pencil, pastel, acrylic",1
"pencil, pastel, acrylic, ink, oil, glass and razorblades on paper",1
"pencil, pen and brown ink, blue felt-tip pen, and black crayon with red pencil on white cartridge paper",1
"pencil, pen and wash",1
"pencil, pen with grey, brown and pink wash",1
"pencil, plastic, fabric, paper and tape on paper",1
"pencil, plastic, paper and fabric on paper",1
"pencil, red ink and wash",1
"pencil, red ink and watercolour/gouache",1
"pencil, red ink, and watercolour",1
"pencil, red ink, brown wash and gum arabic [?]",1
"pencil, red ink, watercolour and gouache [?]",1
"pencil, sepia wash and opaque white",1
"pencil, squared off in biro",1
"pencil, tusche and charcoal on canvas",1
"pencil, wash and chinese white",1
"pencil, wash, watercolour",1
"pencil, watercolour & gouache",1
"pencil, watercolour and black ink",1
"pencil, watercolour and black pastel",1
"pencil, watercolour and gouache [?]",1
"pencil, watercolour and ink",1
"pencil, watercolour and opaque white",1
"pencil, watercolour and paper collage",1
"pencil, watercolour and pastel",1
"pencil, watercolour on paper",1
"pencil, watercolour, on board",1
"pencil, wax [?] and watercolour",1
"pencil, white, wash and scratch",1
"pencil,watercolour; H 511mm x W 344mm",1
pencil/ ink/pink felt tip,1
pencil; H 294mm x W 403mm,1
pencil; H 319mm x W 507mm,1
pencil; H 345mm x W 509mm,1
pencil; H 346mm x W 512mm,1
pencils,1
perfume,1
perlite,1
photo 105 mm x 150 mm no border,1
photo 105 x 170 mm plus white border,1
photo 110 mm x 155 mm plus white border,1
photo 110 x 165 mm,1
photo 110 x 170 mm,1
photo 112 mm x 162 mm plus white border plus two similar copies and enlargement 200 mm x 240 mm,1
photo 115 mm x 173 mm with white border,1
photo 120 mm x 160 mm plus white border,1
photo 120 x 170 mm plus 5 mm white border,1
photo 120 x 172 mm plus 5 mm white border,1
photo 140 mm x 385 mm,1
photo 142 mm x 207 mm mounted on card,1
photo 143 mm x 215 mm,1
photo 145 x 205 mm mount 205 x 255 mm,1
photo 160 x 205 mm with 5 mm border,1
photo 170 x 245 mm plus white border,1
photo 54 mm x 82 mm plus white border,1
photo 70 mm x 100 mm plus white border,1
photo 80 mm x 115 mm plus white border,1
photo 80 mm x 133 mm plus white border,1
photo 85 mm x 165 mm plus white border,1
photo 85 x 135 mm,1
photo 87 mm x 126 mm no border,1
photo 87 x 136 mm,1
photo 88 mm x 127 mm,1
photo 88 mm x 138 mm no border,1
photo 88 mm x 140 mm,1
photo 88 x 142 mm,1
photo 90 mm x 136 mm,1
photo 90 x 140 mm incl 6mm margin,1
photo 90 x 145 mm larger copy 170 mm x 300 mm plus white border,1
photo 95 mm x 113 mm no border,1
photo 97 x 137 mm with additional border,1
photo book,1
photo h 125mm x w 84mm small,1
photo h 75mm x w 100 mm mounting h. 160mm x w 132mm small,1
photo montage and pencil on paper,1
photo on board; H 300mm x L 434mm,1
photo on board; H 384mm x L 481mm,1
photo on board; H 384mm x L 507mm,1
photo on board; H 437mm x L 539mm,1
photo on card; H 103mm x L 164mm,1
photo on matt board; H 555mm x L 760mm,1
photo silkscreen,1
photo-etching and aquatint,1
photo/paint on board; H 296mm x L 342mm,1
photo/paint on board; H 318mm x L 413mm,1
photocopies,1
"photocopies, floor tiles, epoxy resin and fibreglass cloth on vinyl wallpaper",1
photocopy,1
"photocopy on tissue paper, graphite, ink and gouache on paper",1
"photocopy, 57 x 50 cm.",1
"photocopy, A4 size",1
"photocopy, acrylic on stonehenge paper",1
photogram and paint on glass,1
"photograms, glass, polystyrene, mirror clips, painted wooden shelf",1
photograph (printed from an x-ray),1
photograph (textured silver bromide print),1
photograph : Type C ; 19.3 x 25.0 cm.,1
photograph : albumen silver ; 14.3 x 19.5 cm. on mount 22.7 x 28.0 cm.,1
photograph : gelatin silver ; 10.0 x 10.0 cm. approx.,1
photograph : gelatin silver ; 10.2 x 15.3 cm.,1
photograph : gelatin silver ; 10.5 x 15.0 cm. approx.,1
photograph : gelatin silver ; 10.6 x 14.5 cm.,1
photograph : gelatin silver ; 11 x 16 cm. and smaller.,1
photograph : gelatin silver ; 11.0 x 13.0 cm. approx.,1
photograph : gelatin silver ; 11.0 x 14.3 cm.,1
photograph : gelatin silver ; 11.0 x 15.5 cm.,1
photograph : gelatin silver ; 11.2 x 15.3 cm.,1
photograph : gelatin silver ; 12.0 x 16.0 cm. approx.,1
photograph : gelatin silver ; 12.0 x 21.0 cm. approx.,1
photograph : gelatin silver ; 13 x 17 cm.,1
photograph : gelatin silver ; 13 x 17 cm. approx.,1
photograph : gelatin silver ; 13.0 X 18.0 cm. approx.,1
photograph : gelatin silver ; 13.0 x 17.0 cm.,1
photograph : gelatin silver ; 13.0 x 19.0 cm. approx,1
photograph : gelatin silver ; 13.0 x 19.6 cm.,1
photograph : gelatin silver ; 13.0 x 21.0 cm. approx.,1
photograph : gelatin silver ; 13.7 x 8.2 cm.,1
photograph : gelatin silver ; 14.0 x 21.0 cm. approx.,1
photograph : gelatin silver ; 14.6 x 20.2 cm. on original cardboard mount 24.9 x 30.4 cm.,1
photograph : gelatin silver ; 14.8 x 20.2 cm.,1
photograph : gelatin silver ; 15.0 x 11.0 cm. approx.,1
photograph : gelatin silver ; 15.0 x 21.0 cm. approx.,1
photograph : gelatin silver ; 15.0 x 21.3 cm.,1
photograph : gelatin silver ; 16.0 x 21.0 cm. approx.,1
photograph : gelatin silver ; 17 x 12 cm.,1
photograph : gelatin silver ; 17 x 22 cm. approx.,1
photograph : gelatin silver ; 17.0 X 22.0 cm. approx.,1
photograph : gelatin silver ; 17.0 x 12.0 cm. approx.,1
photograph : gelatin silver ; 17.0 x 13.0 cm. approx.,1
photograph : gelatin silver ; 19.0 x 26.0 cm. approx.,1
photograph : gelatin silver ; 20 x 20 cm.,1
photograph : gelatin silver ; 20 x 25 cm. approx.,1
photograph : gelatin silver ; 20.0 x 27.0 cm. approx.,1
photograph : gelatin silver ; 20.5 x 14.0 cm.,1
photograph : gelatin silver ; 23 x 18 cm.,1
photograph : gelatin silver ; 25.5 x 32.0 cm. approx.,1
photograph : gelatin silver ; 26.0 x 17.0 cm. approx.,1
photograph : gelatin silver ; 6.0 x 7.9 cm.,1
photograph : gelatin silver ; 6.4 x 10.3 cm.,1
photograph : gelatin silver ; 6.8 x 9.8 cm.,1
photograph : gelatin silver ; 6.9 x 9.8 cm.,1
photograph : gelatin silver ; 7.0 x 11.8 cm.,1
photograph : gelatin silver ; 7.3 x 9.9 cm.,1
photograph : gelatin silver ; 7.4 x 10.1 cm.,1
photograph : gelatin silver ; 7.9 x 13.2 cm.,1
photograph : gelatin silver ; 8.0 x12.7 cm.,1
photograph : gelatin silver ; 8.2 x 12.7 cm.,1
photograph : gelatin silver ; 8.4 x 14.7 cm.,1
photograph : gelatin silver ; 8.5 x 12.0 cm.,1
photograph : gelatin silver ; 8.7 x 11.5 cm.,1
photograph : gelatin silver ; 8.8 x 12.0 cm.,1
photograph : gelatin silver ; 8.8 x 13.4 cm.,1
photograph : gelatin silver ; 9.5 x 14.5 cm.,1
photograph : gelatin silver ; 9.7 x 12.2 cm.,1
photograph : gelatin silver ; irreg. 19.0 x 15.0 cm. approx.,1
"photograph : gelatin silver, toned ; 8.6 x 13.6 cm.",1
photograph album containing 48 albumen prints,1
photograph and paint on board. Hand coloured photograph; H 381mm x L 508mm,1
photograph in presentation folder,1
photograph on board in frame.,1
photograph on board; H 221mm x L 169mm,1
photograph on board; H 222mm x L 319mm,1
photograph on board; H 223mm x L 321mm,1
photograph on board; H 320mm x L 394mm,1
photograph on board; H 320mm x L 405mm,1
photograph on board; H 328mm x L 393mm,1
photograph on board; H 330mm x L 438mm,1
photograph on board; H 362mm x L 503mm,1
photograph on board; H 369mm x L 445mm,1
photograph on board; H 394mm x L 500mm,1
photograph on board; H 394mm x L 505mm,1
photograph on board; H 401mm x L 500mm,1
photograph on board; H 402mm x L 502mm,1
photograph on board; H 405mm x L 504mm,1
photograph on board; H 405mm x L 505mm,1
photograph on board; H 405mm x L 508mm,1
photograph on board; H 406mm x L 435mm,1
photograph on board; H 406mm x L 496mm,1
photograph on board; H 406mm x L 504mm,1
photograph on board; H 445mm x L 605mm,1
photograph on board; H 753mm x L 573mm,1
photograph on board; obituary - newspaper clipping on card; photo 405 x 508mm,1
photograph on card,1
photograph on card; H 103mm x L 164mm,1
photograph on matt board; H 221mm x L 305mm,1
photograph on matt board; H 243mm x L 300mm,1
photograph on matt board; H 243mm x L 308mm,1
photograph on matt board; H 245mm x L 298mm,1
photograph on matt board; H 251mm x L 302mm,1
photograph on matt board; H 252mm x L 281mm,1
photograph on matt board; H 252mm x L 306mm,1
photograph on matt board; H 253mm x L 305mm,1
photograph on matt board; H 278mm x L 582mm,1
photograph on matt board; H 355mm x L 445mm,1
photograph on matt board; H 357mm x L 463mm,1
photograph on matt board; H 358mm x L 439mm,1
photograph on matt board; H 382mm x L 460mm,1
photograph on matt board; H 388mm x L 454mm,1
photograph on matt board; H 400mm x L 500mm,1
photograph on matt board; H 400mm x L 504mm,1
photograph on matt board; H 404mm x L 502mm,1
photograph on matt board; H 415mm x L 553mm,1
photograph on matt board; H 430mm x L 532mm,1
photograph on matt board; H 447mm x L 546mm,1
photograph on matt board; H 450mm x L 553mm,1
photograph on matt board; H 457mm x L 610mm,1
photograph on matt board; Printed on matt board - The Mona Portrait. These were bromide enlargements first advertised by the photographer1895 and sold until around 1905; H 480mm x L 603mm,1
"photograph,",1
photograph/paint on board; H 294mm x L 340mm,1
photograph/paint on board; H 318mm x L 402mm,1
photograph/paint on board; H 318mm x L 413mm,1
photograph/paint on board; H 318mm x L 415mm,1
photograph/paint on board; H 322mm x L 403mm,1
photograph/paint on board; H 329mm x L 498mm,1
photograph/paint on board; H 338mm x L 430mm,1
photograph/paint on board; H 341mm x L 410mm,1
photograph/paint on board; H 355mm x L 438mm,1
photograph/paint on board; H 406mm x L 506mm,1
photograph/paint on matt board; H 306mm x L 378mm,1
photograph/paint on matt board; H 330mm x L 405mm,1
photograph/painting on board; H 318mm x L 505mm,1
photograph/painting on board; H 325mm x L 429mm,1
photograph/painting on board; H 349mm x L 424mm,1
photograph/painting on matt board; H 342mm x L 420mm,1
photograph/painting on matt board; H 345mm x L 422mm,1
photograph/painting on matt board; H 403mm x L 511mm,1
photograph/painting on matt board; H 406mm x L 510mm,1
photograph/painting on matt board; H 409mm x L 510mm,1
photograph/pencil [?] on board; H 405mm x L 506mm,1
photograph: h 178mm x w 230mm small mount: h 262mm x w 310mm medium,1
photograph: h 370mm x w 490mm mount: h 440mm x w 570mm large,1
photograph: h 375mm x w 490mm mount: h 435mm x w 570mm large,1
photograph: h 375mm x w 490mm mount: h 445mm x w 570mm large,1
photograph: h 375mm x w 495mm mount: h 435mm x w 570mm large,1
photograph: h 390mm x w 490mm mount: h 450mm x w 570mm large,1
photograph: h 390mm x w 490mm mount: h 575mm x w 570mm large,1
"photograph; ,16 x 21cm",1
photograph; 10 cm x 13.5 cm,1
photograph; 10.5 cm x 15 cm,1
photograph; 10cm x 15cm,1
photograph; 11 cm x 8 cm,1
photograph; 11 x 20 cm,1
photograph; 11.5 cm x 15.5 cm,1
photograph; 12 x 19.5 cm,1
photograph; 12 x 20 cm,1
photograph; 12.5 x 20 cm,1
photograph; 12.5 x 20.5 cm,1
photograph; 13cm x 17cm,1
photograph; 13cm x 18cm,1
photograph; 14.5 20 cm,1
photograph; 14.5 x 19.5 cm,1
photograph; 14.5 x 20 cm,1
photograph; 14cm x 20cm,1
photograph; 15 .5 x 20 cm,1
photograph; 15 x 11.5 cm,1
photograph; 15 x 19.5 cm,1
photograph; 15 x 20.5 cm,1
photograph; 15 x 20.8 cm,1
photograph; 15 x 21 cm,1
photograph; 15.5 x 20 cm,1
photograph; 15.5 x 6 cm,1
photograph; 15cm x 19cm,1
photograph; 16 x 20.5 cm,1
photograph; 16.5 x 12 cm,1
photograph; 16m x 22cm,1
photograph; 18cm x 25cm,1
photograph; 19 x 27 cm.,1
photograph; 19.5 x 15 cm,1
photograph; 20.5 x 15 cm,1
photograph; 20cm x 26cm,1
photograph; 21cm x 13cm,1
photograph; 22 x 32 cm,1
photograph; 24.5 x 13 cm,1
photograph; 6cm x 11cm,1
photograph; 6cm x 8cm,1
photograph; 6cm x6cm,1
photograph; 6m x 6cm,1
photograph; 7cm x 11cm,1
photograph; 7cm x 12cm,1
photograph; 8 x 22.5 cm,1
photograph; 8cm x 11cm,1
photograph; 8cm x 13cm,1
photograph; 8cm x 16cm,1
photograph; 9 cm x 14 cm,1
photograph; 9 cm x 14.5 cm,1
photograph; 9 x 6 cm,1
photograph; 9.5 cm x 15 cm,1
photograph; 9.5. x 12 cm,1
photograph; 9m x 13cm,1
photograph; 9m x14cm,1
"photograph; black and white,  9 x 14cm",1
photograph;11cm x 16cm,1
photograph;16cm x 21cm,1
photograph;c13 cm x 16 cm,1
photographic emulsion paint and resin on ceramic plate,1
photographic enlargement of pen and ink drawing,1
"photographic paper, card",1
"photographic print
card",1
"photographic print
paper
ink",1
"photographic print (silver gelatin)
card
ink",1
photographic print and negative,1
photographic print in matt board.; H 405mm x L 504mm,1
photographic print in matt board; H 711mm x L 556mm,1
photographic print in matt board; H 711mm x L 557mm,1
photographic print in matt board; H 735mm x L 561mm,1
photographic print on Hahnemuhle Photo Rag,1
photographic print on card; H 100mm x L 64mm,1
photographic print on card; H 102mm x L 148mm,1
photographic print on card; H 102mm x L 63mm,1
photographic print on card; H 104mm x L 64mm,1
photographic print on card; H 105mm x L 62mm,1
photographic print on card; H 105mm x L 64mm,1
photographic print on card; H 106mm x L 63mm,1
photographic print on card; H 108mm x L 146mm,1
photographic print on card; H 117mm x L 138mm,1
photographic print on card; H 118mm x L 146mm,1
photographic print on card; H 118mm x w 134mm,1
photographic print on card; H 120mm x L 148mm,1
photographic print on card; H 135mm x L 191mm,1
photographic print on card; H 135mm x L 84mm,1
photographic print on card; H 136mm x L 84mm,1
photographic print on card; H 136mm x L 85mm,1
photographic print on card; H 138mm x L 185mm,1
photographic print on card; H 140mm x L 190mm,1
photographic print on card; H 140mm x L 194mm,1
photographic print on card; H 141mm x L 208mm,1
photographic print on card; H 144mm x L 188mm,1
photographic print on card; H 144mm x L 204mm,1
photographic print on card; H 145mm x L 197mm,1
photographic print on card; H 146mm x L 168mm,1
photographic print on card; H 146mm x L 177mm,1
photographic print on card; H 146mm x L 191mm,1
photographic print on card; H 146mm x L 195mm,1
photographic print on card; H 146mm x L 201mm,1
photographic print on card; H 147mm x L 195mm,1
photographic print on card; H 148mm x L 192mm,1
photographic print on card; H 148mm x L 200mm,1
photographic print on card; H 149mm x L 206mm,1
photographic print on card; H 150mm x L 190mm,1
photographic print on card; H 150mm x L 198mm,1
photographic print on card; H 150mm x L 200mm,1
photographic print on card; H 150mm x L 213mm,1
photographic print on card; H 150mm x w 199mm,1
photographic print on card; H 151mm x L 202mm,1
photographic print on card; H 151mm x L 204mm,1
photographic print on card; H 151mm x L 240mm,1
photographic print on card; H 152mm x L 202mm,1
photographic print on card; H 153mm x L 203mm,1
photographic print on card; H 153mm x L 204mm,1
photographic print on card; H 155mm x L 188mm,1
photographic print on card; H 157mm x L 196mm,1
photographic print on card; H 158mm x L 194mm,1
photographic print on card; H 158mm x L 195mm,1
photographic print on card; H 160mm x L 193mm,1
photographic print on card; H 161mm x L 186mm,1
